NUL	INT	INT	NUL	INT	INT	INT	INT	INT	STRARR	INT	INT	INT	INTARR	INTARR	INT	INT	INT	NUL	INT	INTARR2	INTARR2	INTARR2	INTARR2	INT	INT	INT	INTARR2	INT	STR	STR	BOOL	INT	INT	STR	INTARR2	INTARR2	MAP	MAP	MAP	MAP
12	1	3	Level12_1(挑战)	125	1	1	1			76	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[952,36],[1102,2],[1101,5],[1006,3],[1162,14],[1106,4],[1111,1]	25000				5	0		[0]	[1]	[MonsterBuff:{15013L2}]	[MonsterBuff:{15011L3}]	[ForbiddenRole:{2}]	
12	2	3	Level12_2(挑战)	126	1	1	1			76	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[952,30],[1117,2],[1007,3],[1162,18],[1121,2],[1101,2],[953,5],[1116,1],[1005,2]	25000				5	0		[0]	[1]	[MonsterBuff:{15013L2}]	[MonsterBuff:{15011L3}]	[ForbiddenRole:{2}]	
12	3	3	Level12_3(挑战)	127	1	1	1			76	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1156,33],[1043,13],[961,5],[1226,1],[970,2],[1151,28],[950,4],[951,2],[949,2]	25000				5	0		[0]	[1]	[MonsterBuff:{15013L2}]	[MonsterBuff:{15011L3}]	[ForbiddenRole:{2}]	
12	4	3	Level12_4(挑战)	128	1	1	1			76	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1156,14],[1226,4],[1151,10],[1246,5],[1241,1],[1043,13],[1227,2],[1256,10],[1216,2],[1221,3],[961,1]	25000				5	0		[1]	[2]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
12	5	3	Level12_5(挑战)	129	1	1	1			76	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1262,1],[1252,1],[953,2],[954,2],[950,1],[1241,4],[1261,8],[1246,10],[1251,5],[1256,23]	25000				5	0		[1]	[2]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
12	6	3	Level12_6(挑战)	130	1	1	1			76	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1262,2],[953,5],[954,2],[950,1],[1246,7],[1256,15],[1003,9],[1261,5],[1241,5],[1004,1],[1251,2]	25000				5	0		[3]	[4]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
12	7	3	Level12_7(挑战)	131	1	2	1			77	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,25],[953,8],[1006,7],[1201,3],[1009,3],[993,2],[1241,4]	26000				5	0		[3]	[4]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
12	8	3	Level12_8(挑战)	132	1	2	1			77	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,20],[1006,18],[953,3],[1201,3],[996,1],[1009,3],[1202,1]	26000				5	0		[4]	[3]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
12	9	3	Level12_9(挑战)	133	1	2	1			77	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1281,21],[1271,13],[1276,4],[1286,4],[1266,4],[1267,1],[1272,1]	26000				5	0		[4]	[3]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
12	10	3	Level12_10(挑战)	134	1	2	1			77	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1281,32],[1282,3],[1043,11],[1266,1],[1271,7],[1276,2],[1221,3],[1286,2],[1226,2]	26000				5	0		[2]	[0]	[TeamBuff:{15016L3}]	[MonsterBuff:{15006L3}]	[MonsterBuff:{15013L2}]	
12	11	3	Level12_11(挑战)	135	1	2	1			77	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1281,19],[1043,5],[1226,3],[1276,3],[1266,2],[1271,5],[1286,3],[1277,2],[1221,3]	26000				5	0		[2]	[0]	[TeamBuff:{15016L3}]	[MonsterBuff:{15006L3}]	[MonsterBuff:{15013L2}]	
12	12	3	Level12_12(挑战)	136	3	2	1			77	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1044,1]	26000	Npc/icon_boss_021.png	Npc/image_boss_21.png		5	0		[0]	[1]	[ForbiddenRole:{1}]	[MonsterBuff:{15006L3}]	[TeamBuff:{612L3}]	
13	1	1	Level13_1(普通)	137	1	1	1	1	main11-13/masterstroke_13_0101	67	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1043	6	300	[952,36],[1102,2],[1101,5],[1006,3],[1162,14],[1106,4],[1111,1]	18990				5	0	[202007130800]	[0]	[1]				
13	2	1	Level13_2(普通)	138	1	1	1	2	main11-13/masterstroke_13_0202	69	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1044	6	300	[952,30],[1117,2],[1007,3],[1162,18],[1121,2],[1101,2],[953,5],[1116,1],[1005,2]	18990				5	0		[0]	[1]				
13	3	1	Level13_3(普通)	139	1	1	1	3	main11-13/masterstroke_13_0301;main11-13/masterstroke_13_0302	71	904	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1045	6	300	[1156,33],[1043,13],[961,5],[1226,1],[970,2],[1151,28],[950,4],[951,2],[949,2]	19380				5	0		[1]	[2]				
13	4	1	Level13_4(普通)	140	1	1	1	2	main11-13/masterstroke_13_0402	73	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1046	6	300	[1156,14],[1226,4],[1151,10],[1246,5],[1241,1],[1043,13],[1227,2],[1256,10],[1216,2],[1221,3],[961,1]	19380				5	0		[1]	[2]				
13	5	1	Level13_5(普通)	141	1	1	1	3	main11-13/masterstroke_13_0501;main11-13/masterstroke_13_0502	75	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1047	6	300	[1262,1],[1252,1],[953,2],[954,2],[950,1],[1241,4],[1261,8],[1246,10],[1251,5],[1256,23]	19590				5	0		[4]	[3]				
13	6	1	Level13_6(普通)	142	1	1	1	3	main11-13/masterstroke_13_0601;main11-13/masterstroke_13_0602	77	904	300	1	5	1				1	[[9-12-1-1-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000],[16-1-20-1-1]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1048	6	300	[1262,2],[953,5],[954,2],[950,1],[1246,7],[1256,15],[1003,9],[1261,5],[1241,5],[1004,1],[1251,2]	19590				5	0		[4]	[3]				
13	7	1	Level13_7(普通)	143	1	2	1	3	main11-13/masterstroke_13_0701;main11-13/masterstroke_13_0702	79	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1049	6	300	[1002,25],[953,8],[1006,7],[1201,3],[1009,3],[993,2],[1241,4]	19800				5	0		[2]	[0]				
13	8	1	Level13_8(普通)	144	1	2	1	2	main11-13/masterstroke_13_0802	81	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1050	6	300	[1002,20],[1006,18],[953,3],[1201,3],[996,1],[1009,3],[1202,1]	19800				5	0		[2]	[0]				
13	9	1	Level13_9(普通)	145	1	2	1	2	main11-13/masterstroke_13_0902	83	904	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1051	6	300	[1281,21],[1271,13],[1276,4],[1286,4],[1266,4],[1267,1],[1272,1]	20040				5	0		[3]	[4]				
13	10	1	Level13_10(普通)	146	1	2	1	3	main11-13/masterstroke_13_1001;main11-13/masterstroke_13_1002	85	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1052	6	300	[1281,32],[1282,3],[1043,11],[1266,1],[1271,7],[1276,2],[1221,3],[1286,2],[1226,2]	20040				5	0		[3]	[4]				
13	11	1	Level13_11(普通)	147	1	2	1	2	main11-13/masterstroke_13_1102	87	904	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1053	6	300	[1281,19],[1043,5],[1226,3],[1276,3],[1266,2],[1271,5],[1286,3],[1277,2],[1221,3]	20280				5	0		[3]	[4]				
